Symbol,Name,Country
EGLX,Enthusiast Gaming Holdings Inc. Common Stock,Canada
EGO,Eldorado Gold Corporation Ordinary Shares,Canada
EGP,EastGroup Properties Inc. Common Stock,United States
EGRX,Eagle Pharmaceuticals Inc. Common Stock,United States
EGY,VAALCO Energy Inc.  Common Stock,United States
EH,EHang Holdings Limited ADS,China
EHC,Encompass Health Corporation Common Stock,United States
EHI,Western Asset Global High Income Fund Inc Common Stock,United States
EHTH,eHealth Inc. Common Stock,United States
EIC,Eagle Point Income Company Inc. Common Stock,
EIG,Employers Holdings Inc Common Stock,United States
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,United States
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States
EIX,Edison International Common Stock,United States
EJFA,EJF Acquisition Corp. Class A Ordinary Share,United States
EJFAU,EJF Acquisition Corp. Unit,United States
EJFAW,EJF Acquisition Corp. Warrant,United States
EJH,E-Home Household Service Holdings Limited Ordinary Shares,China
EKSO,Ekso Bionics Holdings Inc. Common Stock,United States
EL,Estee Lauder Companies Inc. (The) Common Stock,United States
ELA,Envela Corporation Common Stock,United States
ELAN,Elanco Animal Health Incorporated Common Stock,United States
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,United States
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,United States
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States
ELEV,Elevation Oncology Inc. Common stock,United States
ELF,e.l.f. Beauty Inc. Common Stock,United States
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Israel
ELMD,Electromed Inc. Common Stock,United States
ELMS,Electric Last Mile Solutions Inc. Class A Common stock,United States
ELMSW,Electric Last Mile Solutions Inc. Warrant,United States
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,United States
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),Brazil
ELS,Equity Lifestyle Properties Inc. Common Stock,United States
ELSE,Electro-Sensors Inc. Common Stock,United States
ELTK,Eltek Ltd. Ordinary Shares,Israel
ELVT,Elevate Credit Inc. Common Stock,United States
ELY,Callaway Golf Company Common Stock,United States
ELYM,Eliem Therapeutics Inc Common Stock,United States
ELYS,Elys Game Technology Corp. Common Stock,Canada
EM,Smart Share Global Limited American Depositary Shares,China
EMAN,eMagin Corporation Common Stock,United States
EMCF,Emclaire Financial Corp Common Stock,United States
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,United States
EME,EMCOR Group Inc. Common Stock,United States
EMF,Templeton Emerging Markets Fund Common Stock,United States
EMKR,EMCORE Corporation Common Stock,United States
EML,Eastern Company (The) Common Stock,United States
EMN,Eastman Chemical Company Common Stock,United States
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,United States
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,United States
EMR,Emerson Electric Company Common Stock,United States
EMX,EMX Royalty Corporation Common Shares (Canada),Canada
ENB,Enbridge Inc Common Stock,Canada
ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,Canada
ENBL,Enable Midstream Partners LP Common Units representing limited partner interests,
ENDP,Endo International plc Ordinary Shares,Ireland
ENFA,890 5th Avenue Partners Inc. Class A Common Stock,United States
ENFAU,890 5th Avenue Partners Inc. Unit,United States
ENFAW,890 5th Avenue Partners Inc. Warrant,United States
ENG,ENGlobal Corporation Common Stock,United States
ENIA,Enel Americas S.A. American Depositary Shares,Chile
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,United States
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Israel
ENNV,ECP Environmental Growth Opportunities Corp. Class A Common Stock,United States
ENNVU,ECP Environmental Growth Opportunities Corp. Unit,United States
ENNVW,ECP Environmental Growth Opportunities Corp. Warrants,United States
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,United States
ENOB,Enochian Biosciences Inc. Common Stock,United States
ENPC,Executive Network Partnering Corporation Class A Common Stock,
ENPH,Enphase Energy Inc. Common Stock,United States
ENR,Energizer Holdings Inc. Common Stock,United States
ENR^A,Energizer Holdings Inc. 7.50% Series A Mandatory Convertible Preferred Stock,United States
ENS,EnerSys Common Stock,United States
ENSC,Ensysce Biosciences Inc. Common Stock,United States
ENSG,The Ensign Group Inc. Common Stock,United States
ENSV,Enservco Corporation Common Stock,United States
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States
ENTG,Entegris Inc. Common Stock,United States
ENTX,Entera Bio Ltd. Ordinary Shares,Israel
ENTXW,Entera Bio Ltd. Warrant,Israel
ENV,Envestnet Inc Common Stock,United States
ENVA,Enova International Inc. Common Stock,United States
ENVB,Enveric Biosciences Inc. Common Stock,United States
ENVI,Environmental Impact Acquisition Corp. Class A Common Stock,United States
ENVIU,Environmental Impact Acquisition Corp. Unit,United States
ENVIW,Environmental Impact Acquisition Corp. Warrant,United States
ENVX,Enovix Corporation Common Stock,United States
ENVXW,Enovix Corporation Warrant,United States
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),United States
EOCW,Elliott Opportunity II Corp. Class A Ordinary Shares,
EOD,Wells Fargo Global Dividend Opportunity Fund,United States
EOG,EOG Resources Inc. Common Stock,United States
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,United States
EOLS,Evolus Inc. Common Stock,United States
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States
EOSEW,Eos Energy Enterprises Inc. Warrant,United States
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,United States
EP^C,El Paso Corporation Preferred Stock,United States
EPAC,Enerpac Tool Group Corp. Common Stock,United States
EPAM,EPAM Systems Inc. Common Stock,United States
EPAY,Bottomline Technologies Inc. Common Stock,United States
EPC,Edgewell Personal Care Company Common Stock,
EPD,Enterprise Products Partners L.P. Common Stock,United States
EPHY,Epiphany Technology Acquisition Corp. Class A Common Stock,United States
EPHYU,Epiphany Technology Acquisition Corp. Unit,United States
EPHYW,Epiphany Technology Acquisition Corp. Warrant,United States
EPIX,ESSA Pharma Inc. Common Stock,Canada
EPM,Evolution Petroleum Corporation Inc. Common Stock,United States
EPR,EPR Properties Common Stock,United States
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,United States
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,United States
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,United States
EPRT,Essential Properties Realty Trust Inc. Common Stock,United States
EPSN,Epsilon Energy Ltd. Common Share,United States
EPWR,Empowerment & Inclusion Capital I Corp. Class A Common Stock,
EPZM,Epizyme Inc. Common Stock,United States
EQ,Equillium Inc. Common Stock,United States
EQBK,Equity Bancshares Inc. Class A Common Stock,United States
EQC,Equity Commonwealth Common Shares of Beneficial Interest,United States
EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,United States
EQD,Equity Distribution Acquisition Corp. Class A Common Stock,United States
EQH,Equitable Holdings Inc. Common Stock,United States
EQH^A,Equitable Holdings Inc. Depositary Shares,United States
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,United States
EQHA,EQ Health Acquisition Corp. Class A Common Stock,
EQIX,Equinix Inc. Common Stock REIT,United States
EQNR,Equinor ASA,Norway
EQOS,Diginex Limited Ordinary Shares,Singapore
EQR,Equity Residential Common Shares of Beneficial Interest,United States
EQS,Equus Total Return Inc. Common Stock,United States
EQT,EQT Corporation Common Stock,United States
EQX,Equinox Gold Corp. Common Shares,Canada
ERAS,Erasca Inc. Common Stock,United States
ERC,Wells Fargo Multi-Sector Income Fund Common Stock no par value,United States
ERES,East Resources Acquisition Company Class A Common Stock,United States
ERESU,East Resources Acquisition Company Unit,United States
ERESW,East Resources Acquisition Company Warrant,United States
ERF,Enerplus Corporation Common Stock,Canada
ERH,Wells Fargo Utilities and High Income Fund,
ERIC,Ericsson American Depositary Shares,Sweden
ERIE,Erie Indemnity Company Class A Common Stock,United States
ERII,Energy Recovery Inc. Common Stock,United States
ERJ,Embraer S.A. Common Stock,Brazil
ERO,Ero Copper Corp. Common Shares,
ERYP,Erytech Pharma S.A. American Depositary Shares,France
ES,Eversource Energy (D/B/A) Common Stock,United States
ESBK,Elmira Savings Bank Elmira NY Common Stock,United States
ESCA,Escalade Incorporated Common Stock,United States
ESE,ESCO Technologies Inc. Common Stock,United States
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Greece
ESGC,Eros STX Global Corporation A Ordinary Shares,
ESGR,Enstar Group Limited Ordinary Shares,Bermuda
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Bermuda
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Bermuda
ESI,Element Solutions Inc. Common Stock,United States
ESLT,Elbit Systems Ltd. Ordinary Shares,Israel
ESM,ESM Acquisition Corporation Class A Ordinary Shares,
ESMT,EngageSmart Inc. Common Stock,
ESNT,Essent Group Ltd. Common Shares,
ESP,Espey Mfg. & Electronics Corp. Common Stock,United States
ESPR,Esperion Therapeutics Inc. Common Stock,United States
ESQ,Esquire Financial Holdings Inc. Common Stock,United States
ESRT,Empire State Realty Trust Inc. Class A Common Stock,United States
ESS,Essex Property Trust Inc. Common Stock,United States
ESSA,ESSA Bancorp Inc. Common Stock,United States
ESSC,East Stone Acquisition Corporation Ordinary Shares,United States
ESSCR,East Stone Acquisition Corporation Right,United States
ESSCU,East Stone Acquisition Corporation Unit,United States
ESSCW,East Stone Acquisition Corporation Warrant,United States
ESTA,Establishment Labs Holdings Inc. Common Shares,Costa Rica
ESTC,Elastic N.V. Ordinary Shares,United States
ESTE,Earthstone Energy Inc. Class A Common Stock,United States
ESXB,Community Bankers Trust Corporation Common Stock (VA),United States
ET,Energy Transfer LP Common Units ,United States
ET^C,Energy Transfer L.P. 7.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,United States
ET^D,Energy Transfer L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,United States
ET^E,Energy Transfer L.P. 7.600% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,United States
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,United States
ETACU,E.Merge Technology Acquisition Corp. Unit,United States
ETACW,E.Merge Technology Acquisition Corp. Warrant,United States
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,United States
ETD,Ethan Allen Interiors Inc. Common Stock,United States
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,United States
ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,United States
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States
ETN,Eaton Corporation PLC Ordinary Shares,Ireland
ETNB,89bio Inc. Common Stock,United States
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,United States
ETON,Eton Pharmaceuticals Inc. Common Stock,United States
ETR,Entergy Corporation Common Stock,United States
ETRN,Equitrans Midstream Corporation Common Stock ,
ETSY,Etsy Inc. Common Stock,United States
ETTX,Entasis Therapeutics Holdings Inc. Common Stock,United States
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,United States
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,United States
ETWO,E2open Parent Holdings Inc.Class A Common Stock,
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,United States
EURN,Euronav NV Ordinary Shares,
EUSG,European Sustainable Growth Acquisition Corp. Class A Ordinary Shares,United States
EUSGU,European Sustainable Growth Acquisition Corp. Unit,United States
EUSGW,European Sustainable Growth Acquisition Corp. Warrant,United States
EVA,Enviva Partners LP Common units representing limited partner interests,United States
EVAX,Evaxion Biotech A/S American Depositary Share,Denmark
EVBG,Everbridge Inc. Common Stock,United States
EVBN,Evans Bancorp Inc. Common Stock,United States
EVC,Entravision Communications Corporation Common Stock,United States
EVCM,EverCommerce Inc. Common Stock,United States
EVER,EverQuote Inc. Class A Common Stock,United States
EVF,Eaton Vance Senior Income Trust Common Stock,United States
EVFM,Evofem Biosciences Inc. Common Stock,United States
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,United States
EVGBC,Eaton Vance NextShares Trust Eaton Vance Global Income Builder NextShares,United States
EVGN,Evogene Ltd Ordinary Shares,Israel
EVGO,EVgo Inc. Class A Common Stock,United States
EVGOW,EVgo Inc. Warrants,United States
EVH,Evolent Health Inc Class A Common Stock,United States
EVI,EVI Industries Inc.  Common Stock,United States
EVK,Ever-Glory International Group Inc. Common Stock,China
EVLMC,Eaton Vance NextShares Trust II Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares,United States
EVLO,Evelo Biosciences Inc. Common Stock,United States
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,United States
EVLVW,Evolv Technologies Holdings Inc. Warrant,United States
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States
EVN,Eaton Vance Municipal Income Trust Common Stock,United States
EVOJ,Evo Acquisition Corp. Class A Common Stock,United States
EVOJU,Evo Acquisition Corp. Unit,United States
EVOJW,Evo Acquisition Corp. Warrant,United States
EVOK,Evoke Pharma Inc. Common Stock,United States
EVOL,Evolving Systems Inc. Common Stock,United States
EVOP,EVO Payments Inc. Class A Common Stock,United States
EVR,Evercore Inc. Class A Common Stock,United States
EVRG,Evergy Inc. Common Stock,
EVRI,Everi Holdings Inc. Common Stock,United States
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,United States
EVTC,Evertec Inc. Common Stock,Puerto Rico
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,United States
EW,Edwards Lifesciences Corporation Common Stock,United States
EWBC,East West Bancorp Inc. Common Stock,United States
EWCZ,European Wax Center Inc. Class A Common Stock,United States
EWTX,Edgewise Therapeutics Inc. Common Stock,United States
EXAI,Exscientia Plc American Depositary Shares,United Kingdom
EXAS,Exact Sciences Corporation Common Stock,United States
EXC,Exelon Corporation Common Stock,United States
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,United States
EXEL,Exelixis Inc. Common Stock,United States
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,United States
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),Canada
EXLS,ExlService Holdings Inc. Common Stock,United States
EXN,Excellon Resources Inc. Common Shares,
EXP,Eagle Materials Inc Common Stock,United States
EXPD,Expeditors International of Washington Inc. Common Stock,United States
EXPE,Expedia Group Inc. Common Stock,United States
EXPI,eXp World Holdings Inc. Common Stock,United States
EXPO,Exponent Inc. Common Stock,United States
EXPR,Express Inc. Common Stock,United States
EXR,Extra Space Storage Inc Common Stock,United States
EXTN,Exterran Corporation Common Stock,United States
EXTR,Extreme Networks Inc. Common Stock,United States
EYE,National Vision Holdings Inc. Common Stock,United States
EYEG,Eyegate Pharmaceuticals Inc. Common Stock,United States
EYEN,Eyenovia Inc. Common Stock,United States
EYES,Second Sight Medical Products Inc. Common Stock,United States
EYESW,Second Sight Medical Products Inc. Warrants expiring 03/14/2024,United States
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,United States
EZFL,EzFill Holdings Inc. Common Stock,United States
EZGO,EZGO Technologies Ltd. Ordinary Shares,China
EZPW,EZCORP Inc. Class A Non Voting Common Stock,United States
F,Ford Motor Company Common Stock,United States
F^B,Ford Motor Company 6.20% Notes due June 1 2059,United States
F^C,Ford Motor Company 6% Notes due December 1 2059,United States
FA,First Advantage Corporation Common Stock,United States
FACA,Figure Acquisition Corp. I Class A Common Stock,
FACT,Freedom Acquisition I Corp. Class A Ordinary Shares,
FAF,First American Corporation (New) Common Stock,United States
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,United States
FAMI,Farmmi Inc. Ordinary Shares,China
FANG,Diamondback Energy Inc. Commmon Stock,United States
FANH,Fanhua Inc. American Depositary Shares,China
FARM,Farmer Brothers Company Common Stock,United States
FARO,FARO Technologies Inc. Common Stock,United States
FAST,Fastenal Company Common Stock,United States
FAT,FAT Brands Inc. Class A Common Stock,United States
FATBB,FAT Brands Inc. Class B Common Stock,United States
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,United States
FATBW,FAT Brands Inc. Warrant,United States
FATE,Fate Therapeutics Inc. Common Stock,United States
FATPU,Fat Projects Acquisition Corp Unit,Singapore
FAX,Aberdeen Asia-Pacific Income Fund Inc Common Stock,United States
FB,Facebook Inc. Class A Common Stock,United States
FBC,Flagstar Bancorp Inc. Common Stock,United States
FBHS,Fortune Brands Home & Security Inc. Common Stock,United States
FBIO,Fortress Biotech Inc. Common Stock,United States
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,United States
FBIZ,First Business Financial Services Inc. Common Stock,United States
FBK,FB Financial Corporation Common Stock,United States
FBMS,First Bancshares Inc.,United States
FBNC,First Bancorp Common Stock,United States
FBP,First BanCorp. New Common Stock,Puerto Rico
FBRX,Forte Biosciences Inc. Common Stock,United States
FC,Franklin Covey Company Common Stock,United States
FCAP,First Capital Inc. Common Stock,United States
FCAX,Fortress Capital Acquisition Corp. Class A Ordinary Shares,
FCBC,First Community Bankshares Inc. (VA) Common Stock,United States
FCCO,First Community Corporation Common Stock,United States
FCCY,1st Constitution Bancorp (NJ) Common Stock,United States
FCEL,FuelCell Energy Inc. Common Stock,United States
FCF,First Commonwealth Financial Corporation Common Stock,United States
FCFS,FirstCash Inc. Common Stock,United States
FCN,FTI Consulting Inc. Common Stock,United States
FCNCA,First Citizens BancShares Inc. Class A Common Stock,United States
FCNCP,First Citizens BancShares Inc. Depositary Shares,United States
FCO,Aberdeen Global Income Fund Inc. Common Stock,United States
FCPT,Four Corners Property Trust Inc. Common Stock,United States
FCRD,First Eagle Alternative Capital BDC Inc. Common Stock,United States
FCRW,First Eagle Alternative Capital BDC Inc. 6.125% Notes Due 2023,United States
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,United States
FCUV,Focus Universal Inc. Common Stock,United States
FCX,Freeport-McMoRan Inc. Common Stock,United States
FDBC,Fidelity D & D Bancorp Inc. Common Stock,United States
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,
FDMT,4D Molecular Therapeutics Inc. Common Stock,United States
FDP,Fresh Del Monte Produce Inc. Common Stock,Cayman Islands
FDS,FactSet Research Systems Inc. Common Stock,United States
FDUS,Fidus Investment Corporation Common Stock,United States
FDUSG,Fidus Investment Corporation 5.375% Notes Due 2024,United States
FDUSZ,Fidus Investment Corporation 6% Notes due 2024,United States
FDX,FedEx Corporation Common Stock,United States
FE,FirstEnergy Corp. Common Stock,United States
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each two ADSs representing one ordinary share,
FEI           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,
FEIM,Frequency Electronics Inc. Common Stock,United States
FELE,Franklin Electric Co. Inc. Common Stock,United States
FEMY,Femasys Inc. Common Stock,United States
FEN,First Trust Energy Income and Growth Fund,United States
FENC,Fennec Pharmaceuticals Inc. Common Stock,United States
FENG,Phoenix New Media Limited American Depositary Shares each representing 8 Class A ordinary shares.,China
FEO,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest,United States
FERG,Ferguson plc Ordinary Shares,
FET,Forum Energy Technologies Inc. Common Stock,United States
FF,FutureFuel Corp.  Common shares,United States
FFA,First Trust Enhanced Equity Income Fund,United States
FFBC,First Financial Bancorp. Common Stock,United States
FFBW,FFBW Inc. Common Stock (MD),United States
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,
FFHL,Fuwei Films (Holdings) Co. Ltd. Ordinary Shares,China
FFIC,Flushing Financial Corporation Common Stock,United States
FFIE,Faraday Future Intelligent Electric Inc. Common Stock,United States
FFIEW,Faraday Future Intelligent Electric Inc. Warrant,United States
FFIN,First Financial Bankshares Inc. Common Stock,United States
FFIV,F5 Networks Inc. Common Stock,United States
FFNW,First Financial Northwest Inc. Common Stock,United States
FFWM,First Foundation Inc. Common Stock,United States
FGB,First Trust Specialty Finance and Financial Opportunities Fund,United States
FGBI,First Guaranty Bancshares Inc. Common Stock,United States
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States
FGEN,FibroGen Inc Common Stock,United States
FGF,FG Financial Group Inc. Common Stock,United States
FGFPP,FG Financial Group Inc. 8.00% Cumulative Preferred Stock,United States
FHB,First Hawaiian Inc. Common Stock,United States
FHI,Federated Hermes Inc. Common Stock,United States
FHLTU,Future Health ESG Corp. Unit,United States
FHN,First Horizon Corporation Common Stock,United States
FHN^B,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series B,United States
FHN^C,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,United States
FHN^D,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series D,United States
FHN^E,First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,United States
FHN^F,First Horizon Corporation Depositary Shares each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock Series F,United States
FHS,First High-School Education Group Co. Ltd. American Depositary Shares,
FHTX,Foghorn Therapeutics Inc. Common Stock,United States
FIBK,First Interstate BancSystem Inc. Class A Common Stock,United States
FICO,Fair Isaac Corproation Common Stock,United States
FICV,Frontier Investment Corp Class A Ordinary Shares,United States
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,United States
FIGS,FIGS Inc. Class A Common Stock,
FINM,Marlin Technology Corporation Class A Ordinary Share,United States
FINMU,Marlin Technology Corporation Unit,United States
FINMW,Marlin Technology Corporation Warrant,United States
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,
FINV,FinVolution Group American Depositary Shares,United States
FIS,Fidelity National Information Services Inc. Common Stock,United States
FISI,Financial Institutions Inc. Common Stock,United States
FISV,Fiserv Inc. Common Stock,United States
FITB,Fifth Third Bancorp Common Stock,United States
FITBI,Fifth Third Bancorp Depositary Shares,United States
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,United States
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,United States
FIV,First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest,United States
FIVE,Five Below Inc. Common Stock,United States
FIVN,Five9 Inc. Common Stock,United States
FIX,Comfort Systems USA Inc. Common Stock,United States
FIXX,Homology Medicines Inc. Common Stock,United States
FIZZ,National Beverage Corp. Common Stock,United States
FKWL,Franklin Wireless Corp. Common Stock,United States
FL,Foot Locker Inc.,United States
FLAC,Frazier Lifesciences Acquisition Corporation Class A Ordinary Shares,United States
FLACU,Frazier Lifesciences Acquisition Corporation Unit,United States
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,United States
FLDM,Fluidigm Corporation Common Stock,United States
FLEX,Flex Ltd. Ordinary Shares,Singapore
FLGC,Flora Growth Corp. Common Stock,Canada
FLGT,Fulgent Genetics Inc. Common Stock,United States
FLIC,First of Long Island Corporation (The) Common Stock,United States
FLL,Full House Resorts Inc. Common Stock,United States
FLME,Flame Acquisition Corp. Class A Common Stock,
FLMN,Falcon Minerals Corporation Class A Common Stock,United States
FLMNW,Falcon Minerals Corporation Warrant,United States
FLNG,FLEX LNG Ltd. Ordinary Shares,
FLNT,Fluent Inc. Common Stock,United States
FLO,Flowers Foods Inc. Common Stock,United States
FLOW,SPX FLOW Inc. Common Stock,United States
FLR,Fluor Corporation Common Stock,United States
FLS,Flowserve Corporation Common Stock,United States
FLT,FleetCor Technologies Inc. Common Stock,United States
FLUX,Flux Power Holdings Inc. Common Stock,United States
FLWS,1-800-FLOWERS.COM Inc. Common Stock,United States
FLXN,Flexion Therapeutics Inc. Common Stock,United States
FLXS,Flexsteel Industries Inc. Common Stock,United States
FLYW,Flywire Corporation Voting Common Stock,United States
FMAC,FirstMark Horizon Acquisition Corp. Class A Common Stock,United States
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,United States
FMBH,First Mid Bancshares Inc. Common Stock,United States
FMBI,First Midwest Bancorp Inc. Common Stock,United States
FMBIO,First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series C,United States
FMBIP,First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States
FMC,FMC Corporation Common Stock,United States
FMIV,Forum Merger IV Corporation Class A Common stock,United States
FMIVU,Forum Merger IV Corporation Unit,United States
FMN,Federated Hermes Premier Municipal Income Fund,United States
FMNB,Farmers National Banc Corp. Common Stock,United States
FMO,Fiduciary/Claymore Energy Infrastructure Fund Common Shares of Beneficial Interest,United States
FMS,Fresenius Medical Care AG Common Stock,Germany
FMTX,Forma Therapeutics Holdings Inc. Common Stock,United States
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Mexico
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,United States
FN,Fabrinet Ordinary Shares,Cayman Islands
FNB,F.N.B. Corporation Common Stock,United States
FNB^E,F.N.B. Corporation Depositary Shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred  Stock Series E,United States
FNCB,FNCB Bancorp Inc. Common Stock,United States
FNCH,Finch Therapeutics Group Inc. Common Stock,United States
FND,Floor & Decor Holdings Inc. Common Stock,
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,United States
FNHC,FedNat Holding Company Common Stock,United States
FNKO,Funko Inc. Class A Common Stock,United States
FNLC,First Bancorp Inc  (ME) Common Stock,United States
FNV,Franco-Nevada Corporation,Canada
FNWB,First Northwest Bancorp Common Stock,United States
FOA,Finance of America Companies Inc. Class A Common Stock,
FOCS,Focus Financial Partners Inc. Class A Common Stock,United States
FOE,Ferro Corporation Common Stock,United States
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,United States
FOLD,Amicus Therapeutics Inc. Common Stock,United States
FONR,Fonar Corporation Common Stock,United States
